dteday,hr,instant,casual,registered,cnt,interpolated
2012-09-08,1,14786,10,107,117,False
2012-09-08,2,14787,9,68,77,False
2012-09-08,3,14788,3,40,43,False
2012-09-08,4,14789,3,8,11,False
2012-09-08,5,14790,2,13,15,False
2012-09-08,6,14791,8,26,34,False
2012-09-08,7,14792,11,71,82,False
2012-09-08,8,14793,33,197,230,False
2012-09-08,9,14794,87,261,348,False
2012-09-08,10,14795,100,322,422,False
2012-09-08,11,14796,173,405,578,False
2012-09-08,12,14797,220,474,694,False
2012-09-08,13,14798,233,435,668,False
2012-09-08,14,14799,260,366,626,False
2012-09-08,15,14800,175,337,512,False
2012-09-08,16,14801,19,95,114,False
2012-09-08,17,14802,52,119,171,False
2012-09-08,18,14803,27,140,167,False
2012-09-08,19,14804,28,187,215,False
2012-09-08,20,14805,28,166,194,False
2012-09-08,21,14806,26,155,181,False
2012-09-08,22,14807,18,176,194,False
2012-09-08,23,14808,12,121,133,False
2012-09-09,0,14809,18,106,124,False
2012-09-09,1,14810,20,104,124,False
2012-09-09,2,14811,15,81,96,False
2012-09-09,3,14812,14,32,46,False
2012-09-09,4,14813,12,16,28,False
2012-09-09,5,14814,16,39,55,False
2012-09-09,6,14815,11,24,35,False
2012-09-09,7,14816,20,50,70,False
2012-09-09,8,14817,27,143,170,False
2012-09-09,9,14818,85,214,299,False
2012-09-09,10,14819,172,323,495,False
2012-09-09,11,14820,194,391,585,False
2012-09-09,12,14821,247,510,757,False
2012-09-09,13,14822,238,491,729,False
2012-09-09,14,14823,232,415,647,False
2012-09-09,15,14824,284,412,696,False
2012-09-09,16,14825,228,473,701,False
2012-09-09,17,14826,213,458,671,False
2012-09-09,18,14827,156,404,560,False
2012-09-09,19,14828,134,362,496,False
2012-09-09,20,14829,91,265,356,False
2012-09-09,21,14830,57,149,206,False
2012-09-09,22,14831,64,125,189,False
2012-09-09,23,14832,22,70,92,False
2012-09-10,0,14833,6,35,41,False
2012-09-10,1,14834,7,11,18,False
2012-09-10,2,14835,11,6,17,False
2012-09-10,3,14836,5,7,12,False
2012-09-10,4,14837,1,4,5,False
2012-09-10,5,14838,4,36,40,False
2012-09-10,6,14839,8,172,180,False
2012-09-10,7,14840,20,427,447,False
2012-09-10,8,14841,33,697,730,False
2012-09-10,9,14842,40,321,361,False
2012-09-10,10,14843,42,168,210,False
2012-09-10,11,14844,69,167,236,False
2012-09-10,12,14845,76,256,332,False
2012-09-10,13,14846,72,251,323,False
2012-09-10,14,14847,107,233,340,False
2012-09-10,15,14848,115,231,346,False
2012-09-10,16,14849,108,380,488,False
2012-09-10,17,14850,127,744,871,False
2012-09-10,18,14851,111,857,968,False
2012-09-10,19,14852,71,562,633,False
2012-09-10,20,14853,34,356,390,False
2012-09-10,21,14854,29,256,285,False
2012-09-10,22,14855,15,144,159,False
2012-09-10,23,14856,7,86,93,False
2012-09-11,0,14857,5,27,32,False
2012-09-11,1,14858,0,10,10,False
2012-09-11,2,14859,1,5,6,False
2012-09-11,3,14860,1,7,8,False
2012-09-11,4,14861,1,8,9,False
2012-09-11,5,14862,3,41,44,False
2012-09-11,6,14863,11,200,211,False
2012-09-11,7,14864,24,572,596,False
2012-09-11,8,14865,48,702,750,False
2012-09-11,9,14866,35,323,358,False
2012-09-11,10,14867,54,142,196,False
2012-09-11,11,14868,60,187,247,False
2012-09-11,12,14869,62,254,316,False
2012-09-11,13,14870,72,256,328,False
2012-09-11,14,14871,74,181,255,False
2012-09-11,15,14872,73,253,326,False
2012-09-11,16,14873,99,437,536,False
2012-09-11,17,14874,168,802,970,False
2012-09-11,18,14875,110,767,877,False
2012-09-11,19,14876,56,540,596,False
2012-09-11,20,14877,40,421,461,False
2012-09-11,21,14878,28,282,310,False
2012-09-11,22,14879,27,189,216,False
2012-09-11,23,14880,18,91,109,False
2012-09-12,0,14881,8,41,49,False
2012-09-12,1,14882,2,19,21,False
2012-09-12,2,14883,2,9,11,False
2012-09-12,3,14884,0,7,7,False
2012-09-12,4,14885,0,5,5,False
2012-09-12,5,14886,4,44,48,False
2012-09-12,6,14887,6,199,205,False
2012-09-12,7,14888,24,533,557,False
2012-09-12,8,14889,43,727,770,False
2012-09-12,9,14890,50,278,328,False
2012-09-12,10,14891,57,148,205,False
2012-09-12,11,14892,51,181,232,False
2012-09-12,12,14893,88,264,352,False
2012-09-12,13,14894,85,238,323,False
2012-09-12,14,14895,78,200,278,False
2012-09-12,15,14896,75,243,318,False
2012-09-12,16,14897,90,419,509,False
2012-09-12,17,14898,114,811,925,False
2012-09-12,18,14899,91,886,977,False
2012-09-12,19,14900,78,557,635,False
2012-09-12,20,14901,38,432,470,False
2012-09-12,21,14902,27,279,306,False
2012-09-12,22,14903,23,189,212,False
2012-09-12,23,14904,16,111,127,False
2012-09-13,0,14905,11,46,57,False
2012-09-13,1,14906,6,22,28,False
2012-09-13,2,14907,0,9,9,False
2012-09-13,3,14908,2,9,11,False
2012-09-13,4,14909,0,6,6,False
2012-09-13,5,14910,3,54,57,False
2012-09-13,6,14911,9,186,195,False
2012-09-13,7,14912,22,549,571,False
2012-09-13,8,14913,33,725,758,False
2012-09-13,9,14914,46,292,338,False
2012-09-13,10,14915,63,149,212,False
2012-09-13,11,14916,71,183,254,False
2012-09-13,12,14917,57,240,297,False
2012-09-13,13,14918,60,223,283,False
2012-09-13,14,14919,60,214,274,False
2012-09-13,15,14920,99,253,352,False
2012-09-13,16,14921,85,406,491,False
2012-09-13,17,14922,97,787,884,False
2012-09-13,18,14923,108,744,852,False
2012-09-13,19,14924,80,594,674,False
2012-09-13,20,14925,55,408,463,False
2012-09-13,21,14926,26,291,317,False
2012-09-13,22,14927,28,223,251,False
2012-09-13,23,14928,33,137,170,False
2012-09-14,0,14929,24,63,87,False
2012-09-14,1,14930,6,35,41,False
2012-09-14,2,14931,7,23,30,False
2012-09-14,3,14932,5,9,14,False
2012-09-14,4,14933,1,11,12,False
2012-09-14,5,14934,1,40,41,False
2012-09-14,6,14935,8,144,152,False
2012-09-14,7,14936,17,437,454,False
2012-09-14,8,14937,51,715,766,False
2012-09-14,9,14938,46,301,347,False
2012-09-14,10,14939,75,171,246,False
2012-09-14,11,14940,84,196,280,False
2012-09-14,12,14941,119,290,409,False
2012-09-14,13,14942,107,301,408,False
2012-09-14,14,14943,113,258,371,False
2012-09-14,15,14944,94,273,367,False
2012-09-14,16,14945,109,454,563,False
2012-09-14,17,14946,137,757,894,False
2012-09-14,18,14947,116,692,808,False
2012-09-14,19,14948,83,496,579,False
2012-09-14,20,14949,67,337,404,False
2012-09-14,21,14950,42,270,312,False
2012-09-14,22,14951,40,189,229,False
2012-09-14,23,14952,27,168,195,False
2012-09-15,0,14953,38,169,207,False
2012-09-15,1,14954,8,101,109,False
2012-09-15,2,14955,18,75,93,False
2012-09-15,3,14956,6,31,37,False
2012-09-15,4,14957,3,3,6,False
2012-09-15,5,14958,1,15,16,False
2012-09-15,6,14959,6,27,33,False
2012-09-15,7,14960,10,63,73,False
2012-09-15,8,14961,43,169,212,False
2012-09-15,9,14962,79,263,342,False
2012-09-15,10,14963,119,323,442,False
2012-09-15,11,14964,228,399,627,False
2012-09-15,12,14965,287,419,706,False
2012-09-15,13,14966,327,377,704,False
2012-09-15,14,14967,325,390,715,False
2012-09-15,15,14968,312,342,654,False
2012-09-15,16,14969,350,433,783,False
2012-09-15,17,14970,295,434,729,False
2012-09-15,18,14971,232,382,614,False
2012-09-15,19,14972,169,309,478,False
2012-09-15,20,14973,89,241,330,False
2012-09-15,21,14974,86,210,296,False
2012-09-15,22,14975,82,197,279,False
2012-09-15,23,14976,47,182,229,False
2012-09-16,0,14977,28,123,151,False
2012-09-16,1,14978,35,82,117,False
2012-09-16,2,14979,27,62,89,False
2012-09-16,3,14980,10,38,48,False
2012-09-16,4,14981,2,6,8,False
2012-09-16,5,14982,3,10,13,False
2012-09-16,6,14983,9,26,35,False
2012-09-16,7,14984,28,43,71,False
2012-09-16,8,14985,34,94,128,False
2012-09-16,9,14986,70,226,296,False
2012-09-16,10,14987,160,330,490,False
2012-09-16,11,14988,183,376,559,False
2012-09-16,12,14989,188,468,656,False
2012-09-16,13,14990,240,454,694,False
2012-09-16,14,14991,225,410,635,False
2012-09-16,15,14992,215,342,557,False
2012-09-16,16,14993,194,402,596,False
2012-09-16,17,14994,177,393,570,False
2012-09-16,18,14995,120,361,481,False
2012-09-16,19,14996,91,312,403,False
2012-09-16,20,14997,57,267,324,False
2012-09-16,21,14998,43,148,191,False
2012-09-16,22,14999,18,109,127,False
2012-09-16,23,15000,9,85,94,False
2012-09-17,0,15001,14,31,45,False
2012-09-17,1,15002,9,12,21,False
2012-09-17,2,15003,5,8,13,False
2012-09-17,3,15004,0,7,7,False
2012-09-17,4,15005,2,9,11,False
2012-09-17,5,15006,1,44,45,False
2012-09-17,6,15007,7,157,164,False
2012-09-17,7,15008,18,474,492,False
2012-09-17,8,15009,36,647,683,False
2012-09-17,9,15010,34,265,299,False
2012-09-17,10,15011,73,129,202,False
2012-09-17,11,15012,61,191,252,False
2012-09-17,12,15013,62,233,295,False
2012-09-17,13,15014,112,231,343,False
2012-09-17,14,15015,129,203,332,False
2012-09-17,15,15016,82,256,338,False
2012-09-17,16,15017,74,379,453,False
2012-09-17,17,15018,102,740,842,False
2012-09-17,18,15019,66,708,774,False
2012-09-17,19,15020,51,435,486,False
2012-09-17,20,15021,32,308,340,False
2012-09-17,21,15022,28,205,233,False
2012-09-17,22,15023,20,109,129,False
2012-09-17,23,15024,4,66,70,False
2012-09-18,0,15025,2,11,13,False
2012-09-18,1,15026,0,5,5,False
2012-09-18,2,15027,0,4,4,False
2012-09-18,3,15028,0,6,6,False
2012-09-18,4,15029,2,5,7,False
2012-09-18,5,15030,3,45,48,False
2012-09-18,6,15031,4,163,167,False
2012-09-18,7,15032,13,343,356,False
2012-09-18,8,15033,32,640,672,False
2012-09-18,9,15034,27,266,293,False
2012-09-18,10,15035,30,130,160,False
2012-09-18,11,15036,36,115,151,False
2012-09-18,12,15037,16,72,88,False
2012-09-18,13,15038,17,97,114,False
2012-09-18,14,15039,27,116,143,False
2012-09-18,15,15040,1,35,36,False
2012-09-18,16,15041,19,122,141,False
2012-09-18,17,15042,36,302,338,False
2012-09-18,18,15043,19,262,281,False
2012-09-18,19,15044,22,302,324,False
2012-09-18,20,15045,19,271,290,False
2012-09-18,21,15046,21,186,207,False
2012-09-18,22,15047,14,137,151,False
2012-09-18,23,15048,11,67,78,False
2012-09-19,0,15049,3,23,26,False
2012-09-19,1,15050,0,12,12,False
2012-09-19,2,15051,0,3,3,False
2012-09-19,3,15052,1,4,5,False
2012-09-19,4,15053,0,10,10,False
2012-09-19,5,15054,2,54,56,False
2012-09-19,6,15055,6,166,172,False
2012-09-19,7,15056,16,529,545,False
2012-09-19,8,15057,39,758,797,False
2012-09-19,9,15058,26,336,362,False
2012-09-19,10,15059,23,169,192,False
2012-09-19,11,15060,44,203,247,False
2012-09-19,12,15061,53,260,313,False
2012-09-19,13,15062,55,234,289,False
2012-09-19,14,15063,59,227,286,False
2012-09-19,15,15064,57,254,311,False
2012-09-19,16,15065,69,397,466,False
2012-09-19,17,15066,74,812,886,False
2012-09-19,18,15067,85,807,892,False
2012-09-19,19,15068,72,539,611,False
2012-09-19,20,15069,31,378,409,False
2012-09-19,21,15070,25,324,349,False
2012-09-19,22,15071,31,198,229,False
2012-09-19,23,15072,17,106,123,False
2012-09-20,0,15073,12,46,58,False
2012-09-20,1,15074,4,14,18,False
2012-09-20,2,15075,2,9,11,False
2012-09-20,3,15076,0,6,6,False
2012-09-20,4,15077,0,6,6,False
2012-09-20,5,15078,4,52,56,False
2012-09-20,6,15079,9,161,170,False
2012-09-20,7,15080,20,514,534,False
2012-09-20,8,15081,44,746,790,False
2012-09-20,9,15082,25,330,355,False
2012-09-20,10,15083,33,157,190,False
2012-09-20,11,15084,37,206,243,False
2012-09-20,12,15085,57,233,290,False
2012-09-20,13,15086,68,268,336,False
2012-09-20,14,15087,76,222,298,False
2012-09-20,15,15088,60,231,291,False
2012-09-20,16,15089,72,385,457,False
2012-09-20,17,15090,91,885,976,False
2012-09-20,18,15091,119,781,900,False
2012-09-20,19,15092,69,534,603,False
2012-09-20,20,15093,57,360,417,False
2012-09-20,21,15094,28,246,274,False
2012-09-20,22,15095,35,252,287,False
2012-09-20,23,15096,17,137,154,False
2012-09-21,0,15097,13,53,66,False
2012-09-21,1,15098,11,38,49,False
2012-09-21,2,15099,6,8,14,False
2012-09-21,3,15100,1,11,12,False
2012-09-21,4,15101,1,9,10,False
2012-09-21,5,15102,2,47,49,False
2012-09-21,6,15103,19,146,165,False
2012-09-21,7,15104,35,468,503,False
2012-09-21,8,15105,31,726,757,False
2012-09-21,9,15106,35,348,383,False
2012-09-21,10,15107,44,181,225,False
2012-09-21,11,15108,79,242,321,False
2012-09-21,12,15109,84,305,389,False
2012-09-21,13,15110,105,316,421,False
2012-09-21,14,15111,113,299,412,False
2012-09-21,15,15112,90,333,423,False
2012-09-21,16,15113,103,464,567,False
2012-09-21,17,15114,107,739,846,False
2012-09-21,18,15115,106,699,805,False
2012-09-21,19,15116,95,493,588,False
2012-09-21,20,15117,54,315,369,False
2012-09-21,21,15118,46,266,312,False
2012-09-21,22,15119,47,248,295,False
2012-09-21,23,15120,23,163,186,False
2012-09-22,0,15121,32,140,172,False
2012-09-22,1,15122,18,106,124,False
2012-09-22,2,15123,10,73,83,False
2012-09-22,3,15124,6,39,45,False
2012-09-22,4,15125,5,10,15,False
2012-09-22,5,15126,2,15,17,False
2012-09-22,6,15127,6,35,41,False
2012-09-22,7,15128,7,70,77,False
2012-09-22,8,15129,21,197,218,False
2012-09-22,9,15130,88,289,377,False
2012-09-22,10,15131,124,350,474,False
2012-09-22,11,15132,189,437,626,False
2012-09-22,12,15133,228,460,688,False
2012-09-22,13,15134,273,434,707,False
2012-09-22,14,15135,250,404,654,False
2012-09-22,15,15136,307,443,750,False
2012-09-22,16,15137,253,427,680,False
2012-09-22,17,15138,195,451,646,False
2012-09-22,18,15139,171,427,598,False
2012-09-22,19,15140,99,308,407,False
2012-09-22,20,15141,76,249,325,False
2012-09-22,21,15142,59,202,261,False
2012-09-22,22,15143,59,180,239,False
2012-09-22,23,15144,34,137,171,False
2012-09-23,0,15145,34,146,180,False
2012-09-23,1,15146,23,119,142,False
2012-09-23,2,15147,18,77,95,False
2012-09-23,3,15148,13,41,54,False
2012-09-23,4,15149,1,9,10,False
2012-09-23,5,15150,1,5,6,False
2012-09-23,6,15151,5,11,16,False
2012-09-23,7,15152,9,48,57,False
2012-09-23,8,15153,38,137,175,False
2012-09-23,9,15154,71,205,276,False
2012-09-23,10,15155,138,351,489,False
2012-09-23,11,15156,186,384,570,False
2012-09-23,12,15157,250,526,776,False
2012-09-23,13,15158,257,445,702,False
2012-09-23,14,15159,266,400,666,False
2012-09-23,15,15160,265,375,640,False
2012-09-23,16,15161,254,437,691,False
2012-09-23,17,15162,227,496,723,False
2012-09-23,18,15163,135,405,540,False
2012-09-23,19,15164,82,331,413,False
2012-09-23,20,15165,60,192,252,False
2012-09-23,21,15166,51,145,196,False
2012-09-23,22,15167,40,98,138,False
2012-09-23,23,15168,30,70,100,False
2012-09-24,0,15169,10,54,64,False
2012-09-24,1,15170,6,12,18,False
2012-09-24,2,15171,0,8,8,False
2012-09-24,3,15172,0,5,5,False
2012-09-24,4,15173,0,8,8,False
2012-09-24,5,15174,2,35,37,False
2012-09-24,6,15175,6,162,168,False
2012-09-24,7,15176,17,513,530,False
2012-09-24,8,15177,31,719,750,False
2012-09-24,9,15178,42,286,328,False
2012-09-24,10,15179,52,146,198,False
2012-09-24,11,15180,71,167,238,False
2012-09-24,12,15181,77,265,342,False
2012-09-24,13,15182,80,248,328,False
2012-09-24,14,15183,77,226,303,False
2012-09-24,15,15184,84,216,300,False
2012-09-24,16,15185,99,417,516,False
2012-09-24,17,15186,89,809,898,False
2012-09-24,18,15187,95,758,853,False
2012-09-24,19,15188,56,534,590,False
2012-09-24,20,15189,52,380,432,False
2012-09-24,21,15190,26,230,256,False
2012-09-24,22,15191,18,154,172,False
2012-09-24,23,15192,11,83,94,False
2012-09-25,0,15193,8,56,64,False
2012-09-25,1,15194,2,11,13,False
2012-09-25,2,15195,5,9,14,False
2012-09-25,3,15196,2,3,5,False
2012-09-25,4,15197,2,7,9,False
2012-09-25,5,15198,1,46,47,False
2012-09-25,6,15199,5,189,194,False
2012-09-25,7,15200,17,539,556,False
2012-09-25,8,15201,41,764,805,False
2012-09-25,9,15202,28,381,409,False
2012-09-25,10,15203,45,125,170,False
2012-09-25,11,15204,63,155,218,False
2012-09-25,12,15205,69,233,302,False
2012-09-25,13,15206,48,257,305,False
2012-09-25,14,15207,80,213,293,False
2012-09-25,15,15208,56,247,303,False
2012-09-25,16,15209,59,436,495,False
2012-09-25,17,15210,107,860,967,False
2012-09-25,18,15211,64,758,822,False
2012-09-25,19,15212,49,490,539,False
2012-09-25,20,15213,37,388,425,False
2012-09-25,21,15214,34,263,297,False
2012-09-25,22,15215,14,174,188,False
2012-09-25,23,15216,9,89,98,False
2012-09-26,0,15217,6,34,40,False
2012-09-26,1,15218,10,19,29,False
2012-09-26,2,15219,2,15,17,False
2012-09-26,3,15220,4,6,10,False
2012-09-26,4,15221,2,12,14,False
2012-09-26,5,15222,1,35,36,False
2012-09-26,6,15223,3,179,182,False
2012-09-26,7,15224,9,523,532,False
2012-09-26,8,15225,30,808,838,False
2012-09-26,9,15226,27,307,334,False
2012-09-26,10,15227,29,156,185,False
2012-09-26,11,15228,46,181,227,False
2012-09-26,12,15229,56,260,316,False
2012-09-26,13,15230,67,273,340,False
2012-09-26,14,15231,60,217,277,False
2012-09-26,15,15232,69,231,300,False
2012-09-26,16,15233,71,397,468,False
2012-09-26,17,15234,77,876,953,False
2012-09-26,18,15235,69,815,884,False
2012-09-26,19,15236,38,589,627,False
2012-09-26,20,15237,45,389,434,False
2012-09-26,21,15238,32,328,360,False
2012-09-26,22,15239,21,194,215,False
2012-09-26,23,15240,13,102,115,False
2012-09-27,0,15241,5,60,65,False
2012-09-27,1,15242,5,16,21,False
2012-09-27,2,15243,3,13,16,False
2012-09-27,3,15244,0,7,7,False
2012-09-27,4,15245,2,6,8,False
2012-09-27,5,15246,2,64,66,False
2012-09-27,6,15247,5,164,169,False
2012-09-27,7,15248,12,546,558,False
2012-09-27,8,15249,20,774,794,False
2012-09-27,9,15250,30,305,335,False
2012-09-27,10,15251,40,168,208,False
2012-09-27,11,15252,67,227,294,False
2012-09-27,12,15253,63,272,335,False
2012-09-27,13,15254,61,265,326,False
2012-09-27,14,15255,44,214,258,False
2012-09-27,15,15256,41,255,296,False
2012-09-27,16,15257,73,399,472,False
2012-09-27,17,15258,87,818,905,False
2012-09-27,18,15259,77,822,899,False
2012-09-27,19,15260,48,511,559,False
2012-09-27,20,15261,45,412,457,False
2012-09-27,21,15262,18,235,253,False
2012-09-27,22,15263,2,45,47,False
2012-09-27,23,15264,1,44,45,False
2012-09-28,0,15265,2,15,17,False
2012-09-28,1,15266,0,13,13,False
2012-09-28,2,15267,1,9,10,False
2012-09-28,3,15268,0,7,7,False
2012-09-28,4,15269,2,10,12,False
2012-09-28,5,15270,1,37,38,False
2012-09-28,6,15271,2,136,138,False
2012-09-28,7,15272,10,384,394,False
2012-09-28,8,15273,31,674,705,False
2012-09-28,9,15274,27,399,426,False
2012-09-28,10,15275,51,194,245,False
2012-09-28,11,15276,109,252,361,False
2012-09-28,12,15277,94,286,380,False
2012-09-28,13,15278,106,304,410,False
2012-09-28,14,15279,105,294,399,False
2012-09-28,15,15280,104,288,392,False
2012-09-28,16,15281,83,419,502,False
2012-09-28,17,15282,101,707,808,False
2012-09-28,18,15283,58,609,667,False
2012-09-28,19,15284,38,470,508,False
2012-09-28,20,15285,32,304,336,False
2012-09-28,21,15286,32,205,237,False
2012-09-28,22,15287,30,190,220,False
2012-09-28,23,15288,26,164,190,False
2012-09-29,0,15289,15,134,149,False
2012-09-29,1,15290,12,89,101,False
2012-09-29,2,15291,12,80,92,False
2012-09-29,3,15292,4,25,29,False
2012-09-29,4,15293,6,8,14,False
2012-09-29,5,15294,2,13,15,False
2012-09-29,6,15295,4,33,37,False
2012-09-29,7,15296,12,61,73,False
2012-09-29,8,15297,37,174,211,False
2012-09-29,9,15298,69,263,332,False
2012-09-29,10,15299,134,338,472,False
2012-09-29,11,15300,217,446,663,False
2012-09-29,12,15301,191,491,682,False
2012-09-29,13,15302,233,453,686,False
2012-09-29,14,15303,302,448,750,False
2012-09-29,15,15304,271,456,727,False
2012-09-29,16,15305,275,447,722,False
2012-09-29,17,15306,256,456,712,False
2012-09-29,18,15307,174,420,594,False
2012-09-29,19,15308,119,351,470,False
2012-09-29,20,15309,88,227,315,False
2012-09-29,21,15310,73,219,292,False
2012-09-29,22,15311,48,173,221,False
2012-09-29,23,15312,35,161,196,False
2012-09-30,0,15313,35,112,147,False
2012-09-30,1,15314,31,85,116,False
2012-09-30,2,15315,21,71,92,False
2012-09-30,3,15316,17,41,58,False
2012-09-30,4,15317,1,6,7,False
2012-09-30,5,15318,1,9,10,False
2012-09-30,6,15319,2,20,22,False
2012-09-30,7,15320,14,43,57,False
2012-09-30,8,15321,18,126,144,False
2012-09-30,9,15322,74,211,285,False
2012-09-30,10,15323,160,319,479,False
2012-09-30,11,15324,222,369,591,False
2012-09-30,12,15325,206,474,680,False
2012-09-30,13,15326,180,414,594,False
2012-09-30,14,15327,208,404,612,False
2012-09-30,15,15328,230,419,649,False
2012-09-30,16,15329,202,446,648,False
2012-09-30,17,15330,195,380,575,False
2012-09-30,18,15331,91,310,401,False
2012-09-30,19,15332,34,223,257,False
2012-09-30,20,15333,31,163,194,False
2012-09-30,21,15334,19,104,123,False
2012-09-30,22,15335,15,76,91,False
2012-09-30,23,15336,8,49,57,False
2012-10-01,0,15337,6,39,45,False
2012-10-01,1,15338,5,13,18,False
2012-10-01,2,15339,6,6,12,False
2012-10-01,3,15340,1,6,7,False
2012-10-01,4,15341,0,10,10,False
2012-10-01,5,15342,2,34,36,False
2012-10-01,6,15343,8,147,155,False
2012-10-01,7,15344,13,470,483,False
2012-10-01,8,15345,40,744,784,False
2012-10-01,9,15346,26,314,340,False
2012-10-01,10,15347,44,135,179,False
2012-10-01,11,15348,76,196,272,False
2012-10-01,12,15349,61,262,323,False
2012-10-01,13,15350,80,225,305,False
2012-10-01,14,15351,51,193,244,False
2012-10-01,15,15352,95,234,329,False
2012-10-01,16,15353,51,408,459,False
2012-10-01,17,15354,65,791,856,False
2012-10-01,18,15355,42,571,613,False
2012-10-01,19,15356,33,483,516,False
2012-10-01,20,15357,11,251,262,False
2012-10-01,21,15358,13,205,218,False
2012-10-01,22,15359,17,190,207,False
2012-10-01,23,15360,17,88,105,False
2012-10-02,0,15361,1,30,31,False
2012-10-02,1,15362,0,11,11,False
2012-10-02,2,15363,0,2,2,False
2012-10-02,3,15364,1,4,5,False
2012-10-02,4,15365,2,8,10,False
2012-10-02,5,15366,1,42,43,False
2012-10-02,6,15367,3,176,179,False
2012-10-02,7,15368,4,256,260,False
2012-10-02,8,15369,6,128,134,False
2012-10-02,9,15370,3,83,86,False
2012-10-02,10,15371,3,42,45,False
2012-10-02,11,15372,7,92,99,False
2012-10-02,12,15373,6,98,104,False
2012-10-02,13,15374,6,148,154,False
2012-10-02,14,15375,16,147,163,False
2012-10-02,15,15376,14,195,209,False
2012-10-02,16,15377,46,328,374,False
2012-10-02,17,15378,38,677,715,False
2012-10-02,18,15379,48,639,687,False
2012-10-02,19,15380,27,368,395,False
2012-10-02,20,15381,20,286,306,False
2012-10-02,21,15382,24,265,289,False
2012-10-02,22,15383,28,212,240,False
2012-10-02,23,15384,11,87,98,False
2012-10-03,0,15385,5,47,52,False
2012-10-03,1,15386,3,16,19,False
2012-10-03,2,15387,2,7,9,False
2012-10-03,3,15388,0,7,7,False
2012-10-03,4,15389,2,9,11,False
2012-10-03,5,15390,2,32,34,False
2012-10-03,6,15391,4,173,177,False
2012-10-03,7,15392,11,504,515,False
2012-10-03,8,15393,28,781,809,False
2012-10-03,9,15394,30,332,362,False
2012-10-03,10,15395,29,146,175,False
2012-10-03,11,15396,52,178,230,False
2012-10-03,12,15397,69,289,358,False
2012-10-03,13,15398,55,224,279,False
2012-10-03,14,15399,56,195,251,False
2012-10-03,15,15400,59,260,319,False
2012-10-03,16,15401,42,436,478,False
2012-10-03,17,15402,84,833,917,False
2012-10-03,18,15403,54,756,810,False
2012-10-03,19,15404,49,544,593,False
2012-10-03,20,15405,48,449,497,False
2012-10-03,21,15406,14,195,209,False
2012-10-03,22,15407,9,232,241,False
2012-10-03,23,15408,21,199,220,False
2012-10-04,0,15409,11,65,76,False
2012-10-04,1,15410,2,23,25,False
2012-10-04,2,15411,3,10,13,False
2012-10-04,3,15412,5,6,11,False
2012-10-04,4,15413,0,10,10,False
2012-10-04,5,15414,2,37,39,False
2012-10-04,6,15415,1,132,133,False
2012-10-04,7,15416,12,379,391,False
2012-10-04,8,15417,27,711,738,False
2012-10-04,9,15418,40,319,359,False
2012-10-04,10,15419,27,150,177,False
2012-10-04,11,15420,38,176,214,False
2012-10-04,12,15421,57,231,288,False
2012-10-04,13,15422,63,231,294,False
2012-10-04,14,15423,56,211,267,False
2012-10-04,15,15424,77,248,325,False
2012-10-04,16,15425,86,411,497,False
2012-10-04,17,15426,112,789,901,False
2012-10-04,18,15427,75,812,887,False
2012-10-04,19,15428,67,467,534,False
2012-10-04,20,15429,50,391,441,False
2012-10-04,21,15430,33,288,321,False
2012-10-04,22,15431,29,203,232,False
2012-10-04,23,15432,18,137,155,False
2012-10-05,0,15433,16,86,102,False
2012-10-05,1,15434,3,43,46,False
2012-10-05,2,15435,1,10,11,False
2012-10-05,3,15436,5,11,16,False
2012-10-05,4,15437,0,11,11,False
2012-10-05,5,15438,0,41,41,False
2012-10-05,6,15439,4,133,137,False
2012-10-05,7,15440,11,417,428,False
2012-10-05,8,15441,36,749,785,False
2012-10-05,9,15442,58,326,384,False
2012-10-05,10,15443,68,192,260,False
2012-10-05,11,15444,90,214,304,False
2012-10-05,12,15445,161,307,468,False
2012-10-05,13,15446,117,307,424,False
2012-10-05,14,15447,113,287,400,False
2012-10-05,15,15448,150,320,470,False
2012-10-05,16,15449,153,481,634,False
2012-10-05,17,15450,158,742,900,False
2012-10-05,18,15451,106,655,761,False
2012-10-05,19,15452,67,433,500,False
2012-10-05,20,15453,66,306,372,False
2012-10-05,21,15454,47,220,267,False
2012-10-05,22,15455,63,201,264,False
2012-10-05,23,15456,23,148,171,False
2012-10-06,0,15457,37,154,191,False
2012-10-06,1,15458,25,116,141,False
2012-10-06,2,15459,13,62,75,False
2012-10-06,3,15460,2,54,56,False
2012-10-06,4,15461,4,7,11,False
2012-10-06,5,15462,2,8,10,False
2012-10-06,6,15463,2,28,30,False
2012-10-06,7,15464,13,71,84,False
2012-10-06,8,15465,22,184,206,False
2012-10-06,9,15466,130,265,395,False
2012-10-06,10,15467,198,341,539,False
2012-10-06,11,15468,258,389,647,False
2012-10-06,12,15469,362,381,743,False
2012-10-06,13,15470,310,400,710,False
2012-10-06,14,15471,269,307,576,False
2012-10-06,15,15472,279,341,620,False
2012-10-06,16,15473,317,342,659,False
2012-10-06,17,15474,268,342,610,False
2012-10-06,18,15475,183,312,495,False
2012-10-06,19,15476,102,239,341,False
2012-10-06,20,15477,75,172,247,False
2012-10-06,21,15478,78,137,215,False
2012-10-06,22,15479,45,140,185,False
2012-10-06,23,15480,37,142,179,False
2012-10-07,0,15481,28,99,127,False
2012-10-07,1,15482,29,80,109,False
2012-10-07,2,15483,10,64,74,False
